cov1,cov2,cov3,cov4,cov5,cov6,cov7,sal_pur_rat,igst_itc_tot_itc_rat,lib_igst_itc_rat
0.9756334,0.76087517,0.4400853,0.35503525,-0.011269754,0.74385405,0.8793066,0.0091653755,1.9418396,-0.04850781
1.0076299,0.8556165,0.39070415,0.20424524,-0.0039968775,0.68141466,0.8399528,0.03643892,0.44538456,-0.04203306
1.0148454,0.8247353,-0.1277082,-0.015921697,0.026843162,0.8522992,0.37929893,0.04682989,-1.0446985,-0.023858303
1.0082304,0.84248734,0.12730347,0.032866053,0.123198204,0.72351676,0.7238084,0.03698663,-0.41712978,-0.029854018
1.0053546,0.97511905,0.501194,0.42538008,-0.008517148,1.1067609,-0.109122716,-0.0063260254,-0.7777098,-0.04611145
1.00987,1.0398148,0.64054275,0.65209436,-0.0070165866,1.1184102,-0.21150467,-0.004848867,-0.45566654,-0.039632913
1.0089108,1.0194143,0.53243876,0.597228,-0.0012116529,0.91771996,0.4892518,0.016348766,-0.40476575,-0.03865446
0.8983886,0.45933768,0.27588695,0.1694664,-0.004400401,0.29029277,0.70624536,0.04632243,1.2802182,-0.042586096
0.8979498,0.21280523,0.36105877,0.6243138,-0.015108997,0.3288645,0.06915406,0.08460198,-1.410235,-0.012163011
1.0178369,0.8852551,0.11157921,0.05156599,0.27836555,0.8736353,0.7673731,0.037064686,0.58021855,-0.033390783
0.987014,1.0235791,-0.29418975,-0.28329918,-0.0041907863,0.44399023,0.10882161,-0.06368101,-0.6170025,-0.05569916
0.8881441,0.42464322,-0.7582847,-0.33294806,0.2524468,0.52014965,0.94078153,0.18971032,-1.1305579,0.03732165
1.0080174,0.997022,0.25715345,0.24239318,-0.011499153,0.9113938,0.069865026,-0.009903572,-0.74093485,-0.052359436
1.0201328,0.36011136,0.52684534,0.28387153,-0.008002682,1.0508237,-0.2130368,0.15882897,-1.3835002,0.0039279535
1.005639,0.5861303,0.63814133,0.36880416,-0.0016901143,0.86478424,0.48058084,0.073826574,-0.45081016,-0.023853872
1.0219445,0.7359581,0.55240154,0.30255386,-0.0048561976,1.0220232,0.4599321,0.049301594,-0.943582,-0.042619497
0.9932377,0.95020604,0.22249877,0.14308329,-0.017688645,1.0517063,-0.46965173,-0.03107833,-0.89526266,-0.017792318
0.9910409,1.0111347,-0.24801394,-0.21177654,0.0023875437,0.7561355,0.14915824,-0.075059235,-0.4391344,-0.051887207
0.95976096,0.5048066,0.12804683,0.27890885,-0.0038049133,0.16325076,0.015621937,0.049179185,-1.4098363,-0.017334653
0.9966587,0.7679211,-0.084870584,-0.01908061,0.43560922,0.7902436,1.0627332,0.15101169,0.75508434,0.012832599
1.0101792,0.82106334,0.5928781,0.39650854,0.0024181693,0.89612925,0.5909618,0.06275771,-0.63417965,-0.037618123
1.0086426,0.9224221,0.6665413,0.59684867,0.0063586175,0.96583676,0.22956738,0.032584846,-1.0787276,-0.041357536
1.0174903,0.92963344,0.5605409,0.55461776,0.005739532,0.94011354,0.83562624,0.005709624,1.3752371,-0.045484766
0.9950964,1.0539037,0.26541778,0.30121505,0.000101336846,0.3249821,0.29565707,-0.010856427,-0.5283829,-0.04213028
0.9757085,0.93776673,0.3978494,0.29085806,0.0032511032,0.8985021,0.56452966,0.03228303,1.4443859,-0.043125883
0.99309367,0.9860156,0.029793583,0.023876116,0.0037196889,0.9853268,0.17587566,-0.05705655,-0.27823877,-0.049415395
0.9521373,0.9789379,-0.18028209,-0.24615915,-0.004253479,0.39523932,0.7764941,-0.05339497,0.26132578,-0.055207558
0.98477364,1.0247827,0.5240542,0.5859958,-0.0026783594,0.95222783,0.28957036,-0.009070853,-0.8415929,-0.045314733
1.0360361,0.51708525,0.25254276,-0.3214667,0.29519293,1.1000459,0.39084923,0.09464697,-0.84894025,-0.023045046
0.98802805,0.9922348,-0.2134757,-0.22140528,0.0019042246,0.97501665,-0.20068148,-0.061633684,-0.2539812,-0.04067272
0.8796032,1.0052992,0.3448776,0.35704738,0.00065282884,0.16736288,0.96079165,-0.067609124,2.250624,-0.057813205
1.0086832,1.0272186,0.32731834,0.35078913,-0.0061184005,0.7078103,0.39511538,-0.009198976,-0.17508572,-0.042900603
0.9901536,0.99870294,0.14484416,0.14579658,0.010489238,0.19212858,0.67904127,-0.0210159,-0.7833359,-0.053059056
1.010178,1.0439005,-0.1523006,-0.075056076,0.014409671,0.89727116,-0.24989828,-0.053959824,-0.41336256,-0.04761373
1.0155284,0.855037,0.50152165,0.36710408,0.001112485,0.8693096,0.782811,0.013145046,0.2856611,-0.04383708
1.0141792,0.975016,0.166133,0.24908471,0.010625184,0.7785879,1.0228895,0.010107611,0.9747707,-0.039708126
0.9744662,0.9973288,0.10041824,0.11496368,0.0014479734,0.5513666,0.89763474,-0.024706153,0.35134807,-0.049217746
1.0031083,0.9868414,0.56607556,0.6267166,0.005935853,1.0280148,0.93714976,-0.007644571,1.2566366,-0.045133896
0.9373383,1.0034275,0.27834052,0.24327841,0.001477474,0.57125586,0.8390889,-0.0067801876,1.917551,-0.061656274
1.0091155,0.7800778,0.72088605,0.5012145,0.002752812,1.0173674,0.27659407,0.073861495,-1.0029075,-0.026783448
1.0108587,0.948554,-0.33734232,-0.24791525,-0.034479402,0.78039104,-0.3119628,-0.0965942,-0.88439703,-0.029540975
0.9464989,0.3436178,0.5526078,0.41742286,0.0014013253,0.7811981,0.31422755,0.11900631,-0.07536468,-0.027958779
0.98895645,1.0030906,-0.24708214,-0.2191493,0.00628001,0.7293084,0.19215623,-0.07178295,-0.36419472,-0.051511057
0.83453524,-0.07223212,0.4454692,0.354655,-0.019812858,0.5761989,0.34147966,0.175591,-0.25501558,-0.008728546
0.9373899,1.0163457,0.04221081,-0.011004731,0.000501515,0.25283697,0.9603301,-0.029483614,1.7869503,-0.055928186
1.0036492,1.0334146,0.33187446,0.3410405,-0.011623399,1.0865737,-0.18442187,-0.018319115,-0.34118438,-0.040598877
1.0139174,0.6413697,0.5331382,0.26879087,-0.0032325857,0.9636013,0.75251466,0.048475713,0.9368901,-0.03774715
0.95577884,1.0308464,-0.1342229,-0.092916325,-0.004662721,0.10237648,0.82445544,-0.032135222,-0.76436627,-0.050568897
0.97318274,0.99189395,0.48823458,0.5003855,0.0046715452,0.9558381,0.5983976,-0.023256265,-0.3675076,-0.048566908
0.9818766,0.9844536,0.0427633,0.033456095,-0.008567454,0.7278126,0.38198784,-0.04891033,-0.82601434,-0.054898452
1.0068624,0.9635105,0.47174364,0.530571,-0.0027725422,0.9216344,0.97790915,-0.0035862478,1.7383367,-0.04665143
0.883302,1.0365436,0.0036913084,-0.10740025,0.0015286595,-0.11840058,0.92114204,-0.050121352,1.7757571,-0.05838402
0.989957,1.0233525,0.48182246,0.59351414,0.0013113819,0.8964511,0.734456,-0.01227255,0.6730889,-0.04642089
0.99238455,0.6368139,0.23824486,-0.09343581,0.2353463,0.9479036,0.71814096,0.06507826,0.76321584,-0.039945748
0.962488,1.0213556,0.5767191,0.6875521,0.0045314855,0.72909546,0.8282574,-0.014971561,0.5961615,-0.047225386
0.84384084,0.19193716,0.04690174,0.38248494,-0.012434727,0.08691477,0.1286166,0.14882195,-1.4099061,-0.001196228
0.9204751,0.5093608,0.26387262,0.018615156,0.0046509593,0.4617931,0.6850909,0.013941502,0.7705982,-0.03643169
0.98530567,0.95220304,0.7267052,0.70818895,0.008277364,1.0128222,0.8782332,0.046877,1.6409398,-0.040633462
1.0179514,0.7183626,-0.048463173,-0.1255848,0.044970185,0.4960575,0.18497366,0.038666468,-1.2762556,-0.034232292
0.88999647,0.906353,0.46934763,0.48002148,-0.004264115,0.53562355,0.9769148,-0.05556588,2.5909326,-0.07066695
1.0137805,0.95683557,0.25092915,0.2584941,0.018906957,0.96318555,0.7262078,0.008106861,-0.17669274,-0.045059573
0.9038149,0.75667703,0.17925394,0.43211246,-0.0020844624,0.002643754,-0.061668895,0.00307546,-1.2713695,-0.021017794
0.98736715,0.9719128,0.45409027,0.4303575,-0.0023357668,0.7494707,0.8702577,-0.023786787,1.7562739,-0.051482752
0.99693537,0.28710276,0.2558734,-0.28655124,0.10569093,0.7947895,0.7339759,0.15711933,1.0271556,-0.01785478
1.0271635,0.88114977,0.1910459,-0.005434975,0.3168057,0.883994,0.53786963,0.035272006,-0.5563529,-0.02990726
0.9395135,0.73715156,0.5454131,0.53144175,0.0006514542,0.6124798,0.7501307,-0.01351106,1.6245825,-0.05213396
1.004212,1.0239618,0.5670447,0.60667807,-0.00023978799,1.0925753,0.08242474,-0.01574353,-0.378866,-0.046692062
0.86792755,0.55184555,0.07789148,0.5926778,-0.02393104,-0.056621563,-0.24295548,0.06332915,-1.4972483,0.008084403
0.83159703,0.43789354,0.2840987,0.2388633,0.026414244,0.1272692,0.74313337,0.04143632,1.6538969,-0.044980675
0.9824142,0.53955185,0.536536,0.4873228,0.002283418,0.70905495,-0.07428225,0.048555482,-1.3052424,-0.0143306395
0.918109,0.7864883,0.0938419,0.2751739,-0.003553758,-0.07427079,0.41349143,-0.03760521,-1.2338752,-0.04119139
1.0089337,1.0198643,0.43898454,0.46369871,-0.0025159405,1.0578239,0.1702173,-0.010269089,-0.6921236,-0.048715178
0.91386765,1.0370741,-0.050772615,-0.051102817,-0.0010372236,-0.046583246,0.8861343,-0.031174604,0.39886525,-0.054438233
1.0028497,0.8576088,-0.016046964,-0.086730614,0.53628474,0.8725511,0.770449,0.018808141,0.05814336,-0.011077077
0.95861375,0.38672915,0.49530733,0.5244456,-0.012706263,0.6606626,-0.22340825,0.11292798,-1.3902938,-0.005853494
0.99861026,0.99996847,0.38860145,0.42743477,0.008229919,1.0577085,0.3465629,-0.025294708,-0.44517133,-0.047568873
0.9910423,0.8207564,0.12294351,0.11638291,0.0052656713,0.22624855,0.838709,-0.015945837,0.1557618,-0.04038809
0.932981,0.91520566,0.23825733,0.10079563,-0.017232465,0.6676423,0.56029856,-0.020960955,0.4712945,-0.049362708
-0.16797106,0.38773265,-1.9170635,-0.87756914,-0.09413466,0.502103,1.4123609,0.1938702,-1.0801299,0.03230503
0.79483384,0.036744364,-1.1395124,-0.6348963,0.51414096,0.5701251,1.1683779,0.41573516,-1.6539805,0.08845453
0.8670691,0.6505198,0.0017582703,0.20818311,-0.0023122192,-0.26800722,0.4944541,-0.0030916703,-1.2872087,-0.029560242
1.0148715,0.55613685,0.053405277,-0.3602288,0.39467487,0.88663524,0.41590738,0.06606426,-1.0186044,-0.02832796
0.9535481,0.99124146,0.031510286,0.06396321,0.0013763994,-0.06237639,0.91352534,-0.08620019,0.71216583,-0.05415281
0.9700472,0.9113302,0.17330122,0.34569877,0.055820663,0.5016602,0.98967206,-0.004678806,2.3358526,-0.04055263
1.0064477,0.96779287,-0.3670364,-0.33200467,0.024488866,0.94119966,0.086275525,-0.07147367,-0.5810013,-0.03313486
1.0021648,1.016423,0.33618733,0.31489477,0.0007158384,1.1554602,-0.31245306,-0.00010045712,-0.35542575,-0.03410504
1.01267,1.0234193,0.20236592,0.24079174,-0.0078043253,1.0564424,0.016152358,-0.026961815,-0.40878457,-0.048726708
0.9872097,0.94648004,-0.38747215,-0.35472885,0.007881051,0.96559227,-0.020234669,-0.11180623,-0.3366436,-0.051095016
0.795858,0.3829535,0.11762474,0.053754732,0.021863101,0.07678657,0.8434332,0.066842906,1.8845675,-0.053531777
0.98405635,1.006206,0.24598418,0.24915406,0.0049331984,0.32261992,0.94026196,-0.04137127,1.6868083,-0.05134834
0.9906174,0.9941113,0.1624178,0.1949819,-0.010612687,0.8815235,0.45299348,-0.038721923,-0.66304815,-0.056338675
1.0046424,1.0161585,0.1979177,0.22923873,-0.009735307,0.9464605,-0.10860594,-0.027412904,-0.7749726,-0.047576
1.0166624,0.8813055,-0.0060253064,-0.0742403,0.31349987,0.7051061,0.7178123,0.01877352,-0.13523386,-0.021895008
0.9742692,0.8929939,-0.44751644,-0.3657666,-0.01371436,0.7630094,0.19049677,-0.09365676,-0.71819186,-0.051605403
0.9506248,0.91861135,-0.16068354,-0.17626373,0.35070598,0.24243338,0.9479288,0.009909138,0.6650143,-0.022102732
1.0053555,0.9729017,0.50890344,0.6369551,-0.007211043,0.98359954,1.0836382,-0.017737957,2.9936488,-0.049533136
0.9901344,1.0173334,-0.21491557,-0.14229111,-0.0012976102,0.48831734,0.98868865,-0.017866962,-0.34160632,-0.05018928
0.97638094,0.98738074,0.6477327,0.70442057,0.010024248,0.76674634,0.8972939,0.002808226,1.4266107,-0.047279045
0.9782824,1.024993,0.07742403,0.056301966,0.008521,-0.071317025,0.9786857,-0.04393944,1.7153137,-0.048939787
1.0142387,0.93376,0.20339508,0.13002408,0.039357696,0.9071599,0.627611,0.006139771,0.36645415,-0.04755219
0.9131275,-0.15505616,0.29022402,0.14582066,0.029199043,0.6010501,0.32975587,0.20743476,-0.6953051,-0.011244712
1.0235672,0.31304294,0.21515821,-0.113704994,-0.0033025504,0.7507362,-0.008666658,0.13878873,-1.3586515,-0.019080872
1.020738,0.4265126,0.48569953,0.05299981,-0.0027446994,0.9390038,0.65042627,0.10345419,0.46457112,-0.027469855
0.9012256,0.74122083,0.64864147,0.6292748,0.0077090967,0.49119505,0.64093584,-0.006597775,0.7446093,-0.041242495
0.7491406,0.85663605,0.09874614,0.0061603487,-0.0052040354,-0.40017807,0.8523986,-0.06679693,1.8078369,-0.04478307
0.4619084,0.58426213,-1.0763294,-0.4045078,-0.10019337,0.57514954,0.7435727,0.16531664,-1.5291413,0.049802594
0.99780625,0.9995283,0.19940928,0.27389693,-0.0112069305,1.1060215,0.5631424,0.0012632478,-0.6215841,-0.046609122
0.9310595,0.24448128,0.3545243,0.6507991,-0.009873336,0.37939227,-0.008061492,0.10195438,-1.4416809,-0.017033841
0.9148314,1.0186914,0.09887685,0.11489404,0.0009914875,-0.022948751,0.7176296,-0.08737393,-0.60170144,-0.051547572
0.98382246,1.0405995,0.307926,0.32392502,0.0038151531,0.35684887,0.6921472,-0.021911675,0.34539145,-0.041961893
0.96059775,0.9813348,0.37106684,0.38354382,-1.4333416e-05,0.8062337,0.9408506,-0.014850578,1.5023847,-0.048012406
0.9240362,1.028221,0.015669607,0.029397242,0.004835957,-0.024753282,0.7179667,-0.066172235,-0.8686687,-0.04892406
0.8898949,1.0158827,0.02004733,-0.061630234,0.0013945341,-0.2972682,1.0001848,-0.08125065,1.7351446,-0.05561647
0.9760849,0.98335826,0.057203658,0.14362603,-0.0117118005,0.34970203,0.9971226,0.027025914,2.366775,-0.035938542
1.0156294,0.6955258,-0.2805969,-0.1877623,0.40428105,0.78213036,0.52222943,0.051215705,-1.42035,-0.0006785169
0.94969785,0.7029665,0.24581622,0.30863026,-0.0019694068,0.3341455,0.5570904,-0.026777994,-0.9494075,-0.030699598
1.0087336,0.8878374,-0.074384816,-0.07812488,0.2603821,0.71294564,0.7120753,-0.0048482786,-0.88667333,-0.030549355
0.99627864,1.0155777,0.10279621,0.10795939,-0.0074407593,1.090698,-0.3865882,-0.039435793,-0.53237313,-0.035664406
0.9997409,0.80125946,0.0696607,0.004505962,0.49011198,0.88346195,0.80859643,0.05807398,0.21066874,-0.013764196
1.0012451,1.0279976,0.37296107,0.43582192,-0.000634475,0.77765286,0.45838782,-0.010439382,-0.43426517,-0.046275582
0.9980192,1.0121369,0.2889875,0.26179308,-0.0039196596,0.49632198,0.8670695,-0.0062857387,0.8079846,-0.0470722
0.93828845,0.9469243,0.46095493,0.3923761,-0.0031696022,0.9150534,0.8774996,0.06796895,2.7805316,-0.0555054
0.9818268,1.0068146,0.43846062,0.5287954,-0.0008674435,0.91489923,0.9197361,-0.014620131,1.2194375,-0.047363352
0.9163592,0.96647376,0.45998177,0.41692555,0.0026439629,0.5519817,0.88157076,-0.011011435,1.883203,-0.057094704
1.0073647,1.0313936,0.63055533,0.6734742,0.0015389152,1.04917,0.17178282,-0.0017660593,-0.27502105,-0.04278533
0.9492627,1.0379623,-0.32033873,-0.34176853,-0.015073096,0.12542097,0.92466563,-0.02256363,0.96866137,-0.040581692
0.8641387,0.98999923,0.30584735,0.2618077,-0.0028055967,0.08565789,0.95935917,-0.0554976,2.2562299,-0.0791198
0.97171676,0.94108343,0.12782215,0.036650516,-3.7325906e-05,0.8455164,0.3500119,-0.043027665,-0.12561052,-0.047112856
0.9574723,0.973474,0.10831098,0.07045677,-0.008852867,0.62737995,0.88997,-0.030666884,1.3857782,-0.054131202
0.9852637,0.569971,0.061832435,-0.20509906,0.45786324,0.96376276,0.7238834,0.055537958,-0.07990476,-0.022446932
0.8877654,0.78267825,0.48192394,0.52948666,0.0020834631,0.20587401,0.6162641,-0.041401315,0.33007434,-0.039100073
0.9985162,0.9729289,-0.31763697,-0.23432787,-0.009732319,0.972363,0.26796818,-0.03633698,-0.4940201,-0.040345203
0.96119714,1.0412171,0.17242922,0.19770762,0.00950635,0.07418644,0.879101,-0.03565511,0.67486465,-0.0469903
0.97771406,1.0378339,0.15216857,0.22996996,-0.011606121,0.5434674,0.5186426,-0.011303576,-0.6626836,-0.046399217
0.9698825,0.9965391,0.24322948,0.32150346,-0.0011732936,0.5350948,1.033653,-0.002505531,2.6513586,-0.049931522
0.9938326,0.87211734,0.44374296,0.44356197,-0.0072091245,0.83343387,-0.24672052,0.006477847,-1.161684,-0.015822673
1.0002309,0.94160014,-0.3534482,-0.33267757,-0.006739846,1.0131749,0.09433503,-0.06471831,-0.55771756,-0.04449752
0.9576631,1.0319126,-0.31091845,-0.29786912,-0.015566258,0.17662819,0.3150119,-0.07822866,-0.5083378,-0.048289936
0.9758232,1.0242753,0.40747038,0.49059355,-0.0009201787,0.7600972,0.8033518,-0.0075320583,1.0774422,-0.04974655
0.97639924,1.0223765,-0.46679628,-0.44160566,-0.0040594325,0.44625768,-0.19302908,-0.0855597,-0.45800203,-0.04199809
0.99289936,1.0532813,-0.2790912,-0.19911025,-0.014942633,0.4329831,-0.45288017,-0.056525435,-0.8033915,-0.038581878
0.9724157,0.073894866,0.06970552,0.2904932,-0.017333576,0.49834326,-0.20583251,0.16095029,-1.6941205,0.0064572496
0.9769383,0.9448207,-0.42927867,-0.39727464,0.006851954,0.88924605,0.027635848,-0.08841255,-0.42011082,-0.060351823
1.0007166,0.993201,-0.36031693,-0.26422313,0.011979051,0.84450364,0.24441072,-0.043094236,-0.30137113,-0.034209393
0.9692942,0.9660193,0.22892016,0.19017862,-0.0037082979,0.81816214,0.86852986,-0.015030213,0.67845553,-0.049110238
0.981164,1.0022125,0.45130086,0.5176383,0.0008522138,0.67445534,0.970406,-0.031630967,2.0338416,-0.050017014
0.94648224,0.45434633,-0.4220857,-0.24485143,0.4046633,0.6943021,0.7163818,0.14411998,-1.4362807,0.042694278
0.8793605,0.3789573,0.13854901,0.7053485,-0.023732373,0.0995981,-0.24683347,0.11748499,-1.6371142,0.007706094
0.94373584,1.0082229,-0.20545775,-0.1742378,-0.0057481104,0.14119597,1.0217168,-0.051479183,-0.25754747,-0.04871883
0.998189,0.79984987,0.22317955,0.012289241,0.2513529,0.89126253,0.8884663,0.084323175,1.4256152,-0.030789796
0.98521113,1.0050615,0.49245265,0.5667722,0.0057991087,0.9767403,0.8592632,-0.016441355,0.47352982,-0.047430243
1.0229435,0.99320215,0.019932233,0.02369029,-0.019291198,1.2026135,-0.24845621,-0.010940752,-0.52703977,-0.0060924054
0.96533763,0.973553,0.39314556,0.37320977,-0.007940279,0.8396908,0.4248387,-0.023006171,-0.8131643,-0.039489355
0.99725956,0.99803925,0.3378207,0.38364425,-0.0075825066,1.006071,0.66053516,-0.017250754,-0.53720224,-0.051955663
0.984159,0.94541705,-0.36149246,-0.37793538,-0.0074807354,0.90954095,0.11145405,-0.04361853,-0.5670899,-0.048422594
0.9904392,0.9476351,0.37200794,0.3000806,-0.016274644,0.9411891,-0.2206668,-0.009149342,-0.8817781,-0.026040409
1.003195,0.96212757,0.15098672,0.18749279,0.018741827,0.8006871,0.9203788,0.01244687,1.6327384,-0.042806286
1.003712,1.0026834,0.030367441,0.044144005,0.0070680077,1.0007128,0.020540154,-0.046414997,-0.49664935,-0.050914932
0.9471955,0.7371312,0.40514517,0.3995444,0.004219496,0.3751665,0.62010044,0.0024273084,-0.8664243,-0.032261726
0.8932026,0.9920544,0.07004898,-0.06919506,-0.003889604,0.18428259,0.91449946,-0.0029631753,1.6284693,-0.055095468
0.8273119,1.0291964,0.02235096,-0.102146685,0.004469992,-0.49701178,1.034602,-0.07735021,2.1576085,-0.06978601
0.9333265,0.9811801,-0.03288754,-0.09209721,-0.0016893729,0.3314322,0.30289298,-0.08781019,-0.9199569,-0.04762509
0.9421567,0.9852381,0.2536441,0.32099465,-0.0026464597,-0.037254523,0.29992324,0.006975465,-1.0160344,-0.02657625
0.984604,0.99908316,-0.5436373,-0.5335665,0.013796976,0.67718655,-0.22458437,-0.10890845,-0.501784,-0.036246322
0.9930652,0.79123867,0.18513314,-0.047828004,0.39007956,0.85962605,0.8666423,0.03521857,0.94280946,-0.03733842
0.6639761,0.81182843,-0.94759697,-0.41637865,-0.045229174,0.8083558,0.5534572,0.031435486,-1.0569763,0.01802497
0.94688267,1.0100701,0.003167622,-0.045202196,-0.0064196535,0.46166578,0.8881088,0.008234528,2.157297,-0.05554034
0.9910468,0.9485742,0.17442043,0.32768485,0.027229045,0.7221391,1.04608,0.04195991,2.4876504,-0.032270785
0.9135031,0.18887754,0.23250744,0.28777495,-0.01373815,0.27747396,0.3607346,0.11750024,-0.24842814,-0.024705986
0.9922398,0.9750467,-0.08755124,-0.12238063,0.018237296,1.006149,-0.13531753,-0.07162849,-0.31803283,-0.044125147
1.0223374,0.9595828,0.32646772,0.32699353,-0.013948219,0.8653884,0.7518265,0.039342884,-0.5371725,-0.030858839
0.8160712,0.040170856,0.1087758,0.1119477,-0.0070279934,0.3239298,0.3853984,0.13991264,-0.80550873,-0.012936626
0.9936212,0.39377186,0.5190316,0.300256,0.004511045,0.85917455,0.13948354,0.09330162,-1.2409056,-0.008023267
1.0258801,0.88805664,-0.14320529,-0.039538622,0.04053376,0.8049291,0.40508953,0.009750466,-1.0970542,-0.02668567
0.98715854,0.9645519,0.049216785,0.12662742,-0.014867792,0.8894279,0.951164,-0.026960608,0.9554643,-0.050314907
0.78470254,0.7890993,-0.7239228,-0.2617561,-0.020768756,0.5866284,0.4575034,0.05607192,-1.1740825,0.0006968749
0.9078868,0.9958704,-0.66789246,-0.5840118,-0.001147645,0.42287496,0.06368906,-0.13221098,-0.3520391,-0.04596374
0.9610653,1.0229326,-0.12206916,-0.09618966,-0.0036786557,0.20790504,0.88160896,-0.027395936,-0.6253223,-0.052436866
0.984229,1.035403,-0.22507057,-0.2127346,-0.015294051,0.45570603,-0.1349754,-0.06565859,-0.6652712,-0.051114906
1.0076367,0.9325446,0.28146356,0.18547577,0.00032505917,0.3447058,0.8495867,0.01595747,0.30323696,-0.04013672
0.9901671,0.27204585,0.09491079,-0.26469758,-0.011757167,0.5974074,0.40500686,0.12908496,-0.7838815,-0.0053689913
0.9401951,1.0172201,0.26380304,0.27998707,0.010246629,0.27338833,1.0219527,-0.018233364,2.6554036,-0.06597044
0.9864357,0.97472894,-0.34376073,-0.28533646,-0.00926487,0.6863356,0.82711536,-0.027380697,-0.6108558,-0.04955527
0.83948016,1.0101851,0.11637399,-0.02241388,0.0052047423,-0.12768109,0.84531224,-0.07426986,1.3707927,-0.0635986
0.9830911,1.030187,-0.15091857,-0.08407563,-0.010280205,0.39142987,0.47702217,-0.014809777,-0.6974993,-0.050030027
0.95514584,1.0088304,0.18616953,0.16660215,0.006262017,0.03911232,0.96495867,-0.04070846,1.9813865,-0.061833467
1.0202203,0.8113405,-0.22426403,-0.17573474,0.2825546,0.7430366,0.6373668,0.014827221,-1.0829705,-0.016208654
0.96471447,0.7406116,0.5795674,0.45388368,-0.0046460577,0.63932955,0.82364005,0.013533114,2.0175714,-0.04691936
0.97600746,0.6511975,0.5737123,0.5414363,0.0033130697,0.785799,0.0017984873,0.05052899,-1.1920483,-0.022773504
1.0234243,0.67119205,0.3108958,-0.09040585,0.16110733,0.9722916,0.5798267,0.060703192,-0.45038003,-0.030535871
0.72037446,0.73353446,-0.9235671,-0.35393074,-0.021181984,0.6336014,0.69426864,0.100605175,-1.3038666,0.016934726
1.013182,0.9590288,0.41185904,0.41628632,0.0023003682,0.6479165,0.89921886,-0.0012958752,0.38564292,-0.04466529
0.9894817,0.46748233,0.3134849,-0.05653301,0.15799507,0.7203399,0.88307506,0.108336456,1.9493744,-0.032870702
1.0326663,0.92180973,0.29202104,0.110659055,0.012678068,1.1090676,-0.18800464,-0.0061419364,-0.8695637,-0.02332479
1.0039394,1.0291014,0.46838516,0.50043917,-0.0062109665,1.06245,0.03983531,-0.017479103,-0.47959363,-0.046660103
1.0166802,0.8731454,-0.14276803,-0.077202395,0.2903165,0.63498056,0.87322974,0.064855166,-0.288821,-0.0021511542
0.99346066,1.018254,0.47713768,0.5260621,0.007258478,0.6065068,0.87017083,0.0012387577,0.40326488,-0.044057142
1.0180143,0.27070516,0.4229973,-0.06284168,-0.0093503725,0.9091782,0.63030535,0.13172252,0.4627595,-0.02151188
0.9834573,1.0021067,0.43092003,0.48110357,0.00409322,0.8884142,0.8452682,-0.014767242,0.23764941,-0.04799273
0.8547737,1.0076748,0.003445633,-0.057618722,-0.0026877136,-0.25452977,0.7883163,-0.07769097,-0.08728319,-0.04775099
0.981276,1.0193137,0.38849849,0.45790872,-0.0035211132,0.8760148,0.5230322,-0.020714765,-0.43215352,-0.049673975
0.9532058,1.0307949,0.24287106,0.23870236,0.0064647603,0.29778507,0.92284614,-0.030910991,1.5394607,-0.050220188
0.8988627,0.23528041,0.15889762,0.6996547,-0.047694556,0.29860815,-0.3655807,0.16871251,-1.685654,0.0102754645
0.8713609,0.9279171,0.27671623,0.26660872,-0.0045098835,-0.12066347,0.78865296,-0.12739483,1.275981,-0.049234286
0.52702296,0.76928264,-1.0519791,-0.39723262,-0.043656804,0.82092845,0.80667776,0.06574107,-0.8361626,0.009148379
1.0051427,0.9221838,0.30736494,0.29256493,0.1653652,0.87885785,0.8609873,0.022684535,1.5257376,-0.04050428
0.99893725,0.9062012,0.29232633,0.23589723,0.12330358,0.8738481,0.84820604,0.03905602,1.647604,-0.03909826
0.8526755,0.9800981,0.033940084,0.07608532,-0.00052543206,-0.4360354,0.654029,-0.065033555,-1.0184393,-0.04872613
0.9899342,0.63542295,0.2683441,0.08673289,-0.00023417397,0.32309735,0.7017981,0.013936147,0.48994675,-0.033209465
0.9634519,0.96285456,0.37117538,0.44894218,-0.00776895,0.49276066,0.9767917,-0.068548344,2.2922385,-0.06297626
0.8762188,1.0256263,-0.21975741,-0.3247222,-0.0074969106,-0.21292694,0.8379305,-0.07734222,0.42258397,-0.060557116
0.98721933,0.98956245,-0.5219492,-0.4659126,-0.021221606,0.6882373,0.2739094,-0.06309302,-0.52918535,-0.038168956
0.9539576,0.7601332,0.46501145,0.41977453,0.000106772044,0.4931711,0.75611925,-0.04062243,1.431262,-0.05597417
1.0039661,0.9603607,-0.018763192,-0.015752807,-0.009631364,0.9446947,0.37421915,-0.045154005,-0.75872505,-0.05632899
0.99556255,1.0023041,-0.17316219,-0.18306266,-0.00011313184,1.0393854,-0.357846,-0.03850128,-0.445039,-0.037401095
0.97808224,1.006062,0.48762202,0.57415235,0.0021797582,0.3676765,0.51050335,0.02390197,-1.1462127,-0.034191146
0.8934047,0.38023335,0.5586967,0.5463302,-0.0069964365,0.38986096,0.4178917,0.011433919,0.09558034,-0.03120801
1.0096669,0.6631261,0.21437953,-0.18975128,0.43313047,0.92527974,0.8595797,0.1283913,0.6393091,-0.0041379463
0.9364283,1.0150034,-0.49805713,-0.49741802,-0.0098747965,-0.27594817,0.70842016,-0.055736918,-0.7777844,-0.06115156
